layer,head,patch_common_features_occ0_cls1,patch_count_occ0_cls1,cls_common_features_occ0_cls1,cls_count_occ0_cls1,patch_common_features_occ10_cls1,patch_count_occ10_cls1,cls_common_features_occ10_cls1,cls_count_occ10_cls1,patch_common_features_occ20_cls1,patch_count_occ20_cls1,cls_common_features_occ20_cls1,cls_count_occ20_cls1,patch_common_features_occ30_cls1,patch_count_occ30_cls1,cls_common_features_occ30_cls1,cls_count_occ30_cls1,patch_common_features_occ40_cls1,patch_count_occ40_cls1,cls_common_features_occ40_cls1,cls_count_occ40_cls1,patch_common_features_occ50_cls1,patch_count_occ50_cls1,cls_common_features_occ50_cls1,cls_count_occ50_cls1,patch_common_features_occ60_cls1,patch_count_occ60_cls1,cls_common_features_occ60_cls1,cls_count_occ60_cls1,patch_common_features_occ70_cls1,patch_count_occ70_cls1,cls_common_features_occ70_cls1,cls_count_occ70_cls1,patch_common_features_occ80_cls1,patch_count_occ80_cls1,cls_common_features_occ80_cls1,cls_count_occ80_cls1,patch_common_features_occ90_cls1,patch_count_occ90_cls1,cls_common_features_occ90_cls1,cls_count_occ90_cls1
7,3,"[11, 30, 45, 47, 52, 63]",6,"[10, 15, 18, 25, 30, 33, 40, 45, 52]",9,"[11, 30, 47, 52, 63]",5,"[10, 11, 16, 18, 30, 33, 40, 45, 52]",9,"[11, 30, 47, 52, 63]",5,"[10, 11, 16, 18, 30, 33, 40, 45, 52]",9,"[11, 30, 47, 52, 63]",5,"[10, 11, 15, 16, 30, 40, 45, 52]",8,"[9, 11, 16, 21, 27, 30, 47, 52, 62]",9,"[10, 16, 30, 40, 45, 52]",6,"[11, 27, 30, 47, 52, 62]",6,"[10, 11, 16, 30, 40, 45, 52]",7,"[11, 27, 30, 47, 52, 62]",6,"[11, 15, 16, 30, 40, 45, 52]",7,"[21, 27, 30, 47, 52, 62]",6,"[10, 15, 19, 21, 30, 45, 52, 62]",8,"[21, 27, 30, 47, 52, 55, 62]",7,"[15, 19, 30, 40, 45, 52, 62]",7,"[0, 1, 27, 47, 52]",5,"[0, 1, 12, 15, 19, 30, 52, 60]",8
7,4,"[1, 6, 19, 24, 44, 48, 54, 59]",8,"[5, 7, 13, 18, 20, 53, 62]",7,"[1, 6, 19, 24, 44, 48, 53, 54]",8,"[5, 13, 20, 44, 46, 53, 62]",7,"[1, 6, 19, 24, 44, 48, 53, 54]",8,"[13, 20, 21, 44, 46, 53, 62]",7,"[1, 6, 19, 24, 44, 48, 53]",7,"[13, 14, 20, 21, 44, 46, 53, 62]",8,"[1, 6, 19, 24, 44, 53]",6,"[13, 20, 21, 44, 46, 53, 62]",7,"[1, 6, 19, 24, 44, 53]",6,"[13, 20, 21, 44, 46, 53, 62]",7,"[1, 6, 19, 24, 44, 53, 62]",7,"[13, 20, 21, 44, 46, 53, 62]",7,"[1, 6, 19, 24, 44, 53, 62]",7,"[13, 20, 21, 39, 46, 53, 59, 62]",8,"[1, 6, 13, 24, 53, 62]",6,"[13, 21, 39, 62]",4,"[1, 9, 13, 21, 34, 39, 53, 62]",8,"[1, 9, 13, 21, 39, 46, 62]",7
7,5,"[12, 27, 58, 63]",4,"[4, 10, 11, 12, 14, 27, 32, 58, 60, 62]",10,"[12, 27, 58, 62, 63]",5,"[4, 11, 12, 14, 27, 32, 57, 58, 60, 62]",10,"[12, 27, 58, 62, 63]",5,"[4, 10, 11, 12, 27, 32, 57, 58, 60, 62]",10,"[7, 12, 27, 63]",4,"[4, 10, 11, 12, 27, 32, 57, 58, 60, 62]",10,"[7, 12, 27, 32, 63]",5,"[4, 10, 11, 12, 14, 27, 32, 57, 58, 60, 62]",11,"[7, 11, 12, 27, 32, 63]",6,"[0, 4, 10, 11, 12, 27, 32, 57, 58, 60]",10,"[7, 11, 12, 27, 32]",5,"[0, 4, 7, 10, 11, 12, 27, 32, 57, 58]",10,"[7, 10, 11, 12, 27, 32, 47, 55]",8,"[0, 4, 7, 10, 11, 12, 27, 32, 57]",9,"[3, 10, 11, 12, 14, 15, 32, 55]",8,"[0, 4, 7, 10, 11, 12, 27, 32, 57, 60]",10,"[10, 11, 12, 15, 32, 35, 44, 55]",8,"[0, 4, 6, 7, 10, 11, 12, 27, 32, 60]",10
7,6,"[27, 36, 38, 39, 44, 57, 61]",7,"[17, 27, 36, 38, 39, 44, 57, 61]",8,"[17, 27, 36, 38, 39, 42, 44, 57, 61]",9,"[17, 21, 27, 36, 38, 39, 44, 46, 57, 61]",10,"[17, 27, 36, 38, 39, 44, 46, 57, 61]",9,"[17, 27, 36, 38, 39, 42, 44, 46, 57]",9,"[17, 27, 36, 38, 39, 44, 46, 57]",8,"[17, 27, 36, 38, 39, 44, 46]",7,"[17, 27, 36, 38, 39, 44, 46, 57, 58]",9,"[17, 36, 38, 39, 44, 46]",6,"[17, 27, 36, 38, 39, 44, 46, 57, 58]",9,"[17, 36, 38, 39, 42, 44, 46, 62]",8,"[17, 27, 36, 38, 39, 44, 46]",7,"[17, 36, 38, 39, 42, 44, 46, 62]",8,"[17, 36, 38, 39, 44, 57, 58]",7,"[10, 17, 36, 38, 42, 43, 44, 46, 62]",9,"[17, 27, 36, 38, 44, 58, 62]",7,"[17, 27, 36, 38, 44, 51, 62]",7,"[17, 36, 38, 39, 44, 58, 62]",7,"[17, 27, 36, 38, 41, 44, 62]",7
7,7,"[6, 36, 40, 45, 46, 57]",6,"[7, 36, 45, 51, 57]",5,"[6, 36, 40, 45, 52]",5,"[2, 6, 7, 36, 45, 51]",6,"[2, 6, 26, 36, 40, 45, 52]",7,"[2, 6, 26, 36, 40, 45, 51, 52]",8,"[6, 15, 26, 36, 40, 45, 52]",7,"[6, 26, 36, 40, 45, 51, 52]",7,"[6, 15, 26, 36, 40, 43, 44, 45, 52]",9,"[6, 26, 36, 40, 45, 51, 52]",7,"[6, 15, 26, 36, 40, 44, 45, 52, 56]",9,"[6, 7, 19, 26, 36, 40, 45, 51, 52]",9,"[6, 15, 26, 36, 40, 44, 45, 52]",8,"[6, 15, 19, 26, 36, 40, 45, 51, 52]",9,"[6, 15, 26, 36, 40, 44, 45, 52, 56]",9,"[19, 26, 36, 40, 45, 51, 52, 56]",8,"[1, 15, 19, 26, 36, 40, 44, 45, 52]",9,"[7, 15, 19, 20, 26, 36, 40, 45, 52]",9,"[1, 7, 15, 19, 20, 26, 36, 40, 45, 52]",10,"[7, 15, 19, 20, 26, 36, 40, 45, 52]",9
7,8,"[1, 29, 37, 55, 56]",5,"[11, 27, 30, 36, 37, 50, 59, 61, 63]",9,"[1, 11, 29, 36, 37, 56]",6,"[11, 27, 30, 36, 37, 50, 59, 61]",8,"[11, 29, 36, 37, 55, 61]",6,"[11, 27, 30, 36, 37, 45, 50, 59, 61]",9,"[11, 18, 29, 36, 37, 51, 55, 61]",8,"[11, 27, 30, 36, 37, 59, 61]",7,"[11, 18, 27, 29, 36, 37, 55, 61]",8,"[11, 24, 27, 30, 36, 37, 45, 59, 61]",9,"[11, 18, 27, 29, 36, 55, 61]",7,"[11, 24, 27, 30, 36, 37, 45, 59, 61]",9,"[11, 18, 29, 35, 36, 37, 51, 52, 55, 61]",10,"[11, 24, 27, 36, 37, 45, 59, 61]",8,"[11, 27, 29, 36, 45, 52, 55, 61]",8,"[11, 27, 36, 37, 45, 59, 61]",7,"[1, 11, 27, 28, 29, 36, 45, 52, 55, 61]",10,"[4, 11, 27, 36, 37, 59, 61]",7,"[1, 11, 28, 29, 36, 42, 45, 52, 55, 61]",10,"[4, 11, 12, 36, 37, 45, 59, 61]",8
7,9,"[23, 43]",2,"[0, 15, 18, 23, 44, 61]",6,"[23, 43, 44, 48, 51, 59]",6,"[0, 15, 23, 39, 44, 47, 61]",7,"[23, 41, 43, 44, 48, 51, 59]",7,"[0, 15, 23, 39, 44, 47, 61]",7,"[23, 44, 48, 51, 59]",5,"[0, 15, 23, 39, 44, 47, 61]",7,"[23, 28, 44, 47, 48, 51, 56, 59]",8,"[0, 15, 23, 39, 44, 47, 61]",7,"[23, 28, 47, 48, 51, 56, 59]",7,"[23, 39, 44, 47, 51, 56, 61]",7,"[23, 28, 47, 51, 56, 59]",6,"[23, 44, 47, 51, 56, 61]",6,"[22, 23, 28, 47, 51, 56, 59]",7,"[23, 44, 47, 51, 54, 56]",6,"[22, 23, 28, 43, 47, 51, 56]",7,"[3, 23, 47, 51, 52, 56, 63]",7,"[3, 23, 27, 28, 36, 47, 51, 56]",8,"[3, 28, 47, 51, 52, 56, 63]",7
7,10,"[17, 34, 53, 55, 61]",5,"[35, 41, 53, 59]",4,"[17, 34, 44, 55, 61]",5,"[41, 44, 53, 54, 59, 61]",6,"[17, 44, 55, 61]",4,"[44, 49, 53, 54, 59, 61]",6,"[17, 44, 54, 61]",4,"[33, 41, 44, 49, 53, 54, 59]",7,"[17, 44, 54, 61]",4,"[33, 44, 53, 54, 59]",5,"[17, 27, 44, 54, 61]",5,"[33, 44, 49, 53, 54, 59]",6,"[5, 17, 20, 27, 41, 44, 54]",7,"[33, 43, 44, 49, 53, 54]",6,"[5, 17, 20, 21, 27, 41, 44, 54]",8,"[13, 33, 41, 43, 53, 54]",6,"[5, 17, 20, 27, 35, 41, 44, 54]",8,"[13, 33, 41, 43, 44, 54, 59]",7,"[5, 20, 27, 35, 41, 44, 54]",7,"[33, 41, 43, 52, 54, 59]",6
7,11,"[5, 7, 21, 29, 41, 43, 50]",7,"[1, 8, 21, 29, 41, 50]",6,"[5, 7, 14, 16, 21, 23, 36, 41, 50]",9,"[1, 8, 16, 21, 23, 36, 41, 50]",8,"[5, 7, 14, 16, 21, 23, 36, 41, 50]",9,"[1, 8, 16, 21, 23, 36, 41, 50]",8,"[5, 7, 14, 16, 21, 23, 36, 41, 50]",9,"[1, 8, 16, 21, 36, 41, 50]",7,"[1, 5, 7, 14, 16, 21, 23, 36, 41, 50]",10,"[1, 8, 14, 16, 21, 36, 41, 50]",8,"[1, 5, 7, 14, 21, 23, 36, 41, 50]",9,"[1, 7, 13, 14, 16, 21, 23, 36, 41, 50]",10,"[1, 5, 7, 14, 16, 21, 36, 50]",8,"[1, 7, 13, 14, 16, 21, 23, 36, 50]",9,"[1, 4, 5, 7, 14, 16, 21, 36, 50]",9,"[1, 13, 14, 16, 21, 36, 50]",7,"[5, 7, 14, 21, 36, 50]",6,"[5, 7, 13, 14, 16, 21, 36, 50]",8,"[5, 7, 13, 14, 21, 36, 53]",7,"[5, 7, 11, 13, 14, 21, 36, 45]",8
8,0,"[9, 15, 46, 56]",4,"[15, 38, 39, 42, 53, 56, 58]",7,"[15, 46, 56]",3,"[15, 25, 38, 39, 42, 53, 56, 58]",8,"[15, 22, 46, 56]",4,"[15, 38, 39, 56, 58]",5,"[1, 15, 43, 46, 49]",5,"[15, 26, 27, 39, 58]",5,"[15, 22, 49, 58]",4,"[15, 22, 27, 39, 48, 58]",6,"[1, 15, 22, 26, 29, 49, 58, 63]",8,"[15, 22, 26, 27, 39, 48, 58, 63]",8,"[1, 15, 29, 43, 49, 58]",6,"[15, 22, 26, 27, 39, 48, 58, 63]",8,"[15, 22, 29, 43, 49, 58, 63]",7,"[15, 22, 26, 27, 39, 41, 58, 63]",8,"[15, 22, 29, 32, 49, 58, 63]",7,"[15, 22, 26, 27, 41, 53, 58, 63]",8,"[1, 22, 24, 29, 41, 49, 58]",7,"[15, 22, 41, 53, 58, 63]",6
8,1,"[36, 45, 53, 56]",4,"[15, 36, 53]",3,"[36, 44, 53]",3,"[10, 15, 36, 44, 46, 53]",6,"[34, 36, 44, 53]",4,"[10, 15, 36, 44, 46, 53]",6,"[1, 23, 36, 44, 53]",5,"[10, 15, 36, 44, 53, 54]",6,"[1, 23, 34, 36, 38, 44, 53]",7,"[1, 15, 36, 39, 44, 53, 54]",7,"[1, 10, 23, 36, 44, 53]",6,"[1, 10, 15, 36, 39, 44, 53, 54]",8,"[1, 23, 36, 44, 53, 54]",6,"[1, 15, 36, 39, 44, 46, 54]",7,"[1, 23, 28, 36, 38, 44, 54]",7,"[1, 10, 15, 36, 39, 44, 54]",7,"[1, 5, 23, 36, 38, 39, 42, 54]",8,"[1, 5, 15, 36, 39, 44, 46, 54]",8,"[1, 5, 10, 23, 36, 38, 39, 42, 54]",9,"[1, 5, 10, 15, 36, 39, 46, 54]",8
8,2,"[2, 9, 28, 57]",4,"[15, 26, 44, 48, 56, 61]",6,"[2, 9, 35, 61]",4,"[15, 26, 44, 48, 61]",5,"[2, 35, 61]",3,"[15, 35, 41, 44, 48, 61]",6,"[2, 35, 46, 61]",4,"[15, 35, 41, 44, 48, 61]",6,"[2, 13, 35, 61]",4,"[15, 35, 41, 48, 61]",5,"[13, 35, 54, 61]",4,"[0, 15, 35, 41, 44, 48, 61]",7,"[0, 13, 17, 35, 61]",5,"[0, 15, 18, 35, 41, 44, 48, 61]",8,"[0, 30, 35, 61]",4,"[0, 15, 18, 35, 41, 48, 61]",7,"[0, 13, 24, 35, 54, 61]",6,"[0, 15, 35, 41, 48, 50, 61]",7,"[0, 24, 35, 61]",4,"[0, 4, 15, 29, 35, 41, 48, 50, 61]",9
8,3,"[13, 27, 32, 45, 46, 53]",6,"[2, 10, 16, 21, 23, 26, 56]",7,"[11, 13, 27, 45, 46, 53]",6,"[10, 16, 21, 23, 27]",5,"[11, 13, 27, 32, 45, 46, 53]",7,"[10, 11, 16, 21, 27]",5,"[11, 13, 27, 32, 45, 51, 53]",7,"[1, 13, 16, 27, 39, 53]",6,"[4, 11, 13, 14, 27, 51, 53]",7,"[1, 10, 13, 14, 16, 27, 39, 51, 53]",9,"[4, 11, 27, 51, 53]",5,"[9, 13, 14, 21, 27, 39, 53]",7,"[4, 11, 14, 27, 51, 53]",6,"[1, 9, 10, 11, 13, 14, 27, 39, 53]",9,"[9, 11, 14, 51, 53]",5,"[1, 9, 10, 13, 14, 27, 34, 39, 53]",9,"[4, 11, 14, 17, 29, 53]",6,"[9, 10, 11, 13, 14, 21, 34, 39, 53]",9,"[4, 9, 11, 14, 17, 18, 21, 51, 55]",9,"[9, 10, 11, 13, 14, 21, 22, 34, 39]",9
8,4,"[25, 32, 40]",3,"[17, 37]",2,"[25, 32, 40, 51]",4,"[1, 11, 21, 37]",4,"[1, 8, 25, 32, 40, 51]",6,"[1, 11, 21, 37]",4,"[1, 8, 25, 32]",4,"[1, 11, 21, 31, 51]",5,"[1, 25, 32, 40]",4,"[1, 11, 21, 51]",4,"[1, 21, 25, 32]",4,"[1, 21, 51]",3,"[1, 8, 21, 25, 30, 32]",6,"[1, 11, 21, 51]",4,"[1, 8, 14, 21, 24, 30, 32]",7,"[1, 11, 21, 43, 51]",5,"[1, 8, 21, 24, 30, 32, 43]",7,"[1, 11, 21, 30, 43]",5,"[1, 8, 21, 24, 30, 32, 38, 48]",8,"[1, 8, 11, 24, 30, 43, 53]",7
8,5,"[1, 2, 24, 57, 62]",5,"[2, 7, 16, 35, 62]",5,"[1, 7, 16, 30, 35, 54, 62]",7,"[7, 15, 16, 30, 35, 62]",6,"[1, 16, 30, 35, 54, 62]",6,"[1, 7, 14, 15, 16, 30, 35, 62]",8,"[1, 16, 30, 35, 54, 62]",6,"[1, 7, 14, 16, 30, 35, 62]",7,"[1, 7, 16, 30, 62]",5,"[1, 14, 16, 30, 35, 62]",6,"[1, 16, 30, 35, 54, 62]",6,"[1, 14, 16, 30, 35, 62]",6,"[1, 10, 16, 30, 31, 54, 62]",7,"[1, 11, 14, 16, 30, 35, 62]",7,"[1, 10, 16, 30, 31, 62]",6,"[1, 14, 16, 30, 31, 35, 50, 62]",8,"[1, 10, 16, 30, 31, 50, 56, 62]",8,"[1, 10, 16, 30, 31, 35, 50, 56, 62]",9,"[1, 10, 30, 31, 37, 56, 62]",7,"[10, 30, 31, 35, 50, 56, 62]",7
8,6,"[2, 6, 7, 17, 22, 38]",6,"[6, 7, 37, 38, 57, 63]",6,"[2, 7, 17, 38, 56]",5,"[2, 6, 7, 38, 56, 58, 63]",7,"[2, 7, 17, 38, 44, 56]",6,"[2, 7, 17, 38, 56, 58, 63]",7,"[2, 7, 17, 38, 56]",5,"[2, 7, 38, 55, 56, 58, 63]",7,"[2, 17, 38, 56]",4,"[2, 7, 38, 55, 56, 58, 63]",7,"[2, 17, 38, 44, 55, 56]",6,"[2, 7, 17, 38, 55, 56, 58, 63]",8,"[2, 17, 38, 55, 56]",5,"[2, 14, 38, 55, 56, 58, 63]",7,"[2, 14, 17, 25, 38, 55, 56]",7,"[2, 17, 38, 44, 55, 56, 58, 63]",8,"[2, 14, 17, 25, 32, 38, 55, 56]",8,"[14, 32, 38, 44, 55, 56, 63]",7,"[1, 2, 14, 25, 32, 38, 55, 56, 63]",9,"[1, 14, 32, 38, 44, 55, 56, 63]",8
8,7,"[16, 44, 59, 62]",4,"[3, 16, 20, 34, 36, 58, 61]",7,"[16, 34, 36, 44, 59]",5,"[3, 16, 20, 31, 34, 36, 58]",7,"[3, 16, 34, 36, 44, 59]",6,"[3, 16, 20, 31, 34, 36, 61]",7,"[3, 16, 34, 36, 44]",5,"[3, 16, 20, 30, 31, 34, 36, 44]",8,"[3, 16, 34, 36, 44]",5,"[3, 16, 20, 30, 31, 34, 36, 44]",8,"[3, 16, 34, 36, 44]",5,"[3, 16, 20, 30, 31, 34, 36, 44]",8,"[3, 16, 34, 36, 44, 59]",6,"[3, 16, 20, 30, 31, 34, 36, 44, 57, 59]",10,"[3, 16, 34, 36, 44, 59]",6,"[3, 16, 20, 30, 31, 34, 36, 44, 57, 59]",10,"[16, 20, 34, 36, 44, 51, 59]",7,"[3, 16, 20, 30, 31, 34, 44, 57, 59]",9,"[16, 20, 26, 34, 59]",5,"[3, 16, 30, 34, 44, 57, 59]",7
8,8,"[10, 42, 52, 60]",4,"[10, 14, 27, 37, 42, 57]",6,"[10, 14, 27, 42, 52, 60]",6,"[10, 14, 27, 37, 42, 57, 60]",7,"[10, 14, 27, 29, 37, 42, 52, 60]",8,"[9, 10, 14, 27, 37, 42, 52, 57, 60]",9,"[10, 14, 27, 42, 52, 60]",6,"[9, 10, 14, 27, 42, 52, 57, 60]",8,"[10, 14, 27, 29, 42, 52, 60]",7,"[9, 10, 13, 14, 27, 37, 42, 52]",8,"[10, 16, 27, 42, 52]",5,"[9, 10, 13, 27, 29, 35, 52]",7,"[10, 16, 29, 39, 42]",5,"[9, 10, 27, 29, 35, 42, 52, 58]",8,"[10, 16, 18, 27, 42, 46]",6,"[9, 10, 16, 27, 29, 35, 58, 60]",8,"[10, 16, 18, 27, 39, 46, 57]",7,"[10, 16, 27, 29, 35, 58]",6,"[10, 16, 18, 27, 39, 40, 46, 57]",8,"[10, 16, 27, 29, 34, 35, 58]",7
8,9,"[22, 25, 27, 40]",4,"[13, 16, 18, 25, 29, 30]",6,"[17, 22, 33, 56]",4,"[3, 13, 16, 18, 25, 29, 30]",7,"[13, 17, 20, 22, 33, 39, 56]",7,"[3, 13, 16, 18, 25, 29, 30, 33]",8,"[13, 17, 24, 33, 39, 56]",6,"[13, 16, 18, 25, 29, 30, 33]",7,"[13, 17, 20, 33, 39, 47, 56]",7,"[3, 13, 16, 18, 25, 30, 33]",7,"[13, 17, 20, 33, 39, 56]",6,"[7, 13, 15, 16, 18, 25, 30]",7,"[13, 17, 20, 33, 39, 47, 56]",7,"[13, 16, 18, 30, 36, 56]",6,"[13, 17, 18, 20, 33, 39, 56, 59]",8,"[7, 13, 15, 16, 18, 30, 36, 56]",8,"[12, 13, 17, 18, 20, 33, 56, 59]",8,"[7, 13, 15, 16, 18, 30, 36, 51, 56]",9,"[5, 12, 17, 18, 20, 33, 50, 56, 59]",9,"[13, 15, 18, 30, 31, 36, 51, 56]",8
8,10,"[15, 50, 62]",3,"[10, 15, 31, 50, 59]",5,"[5, 9, 15, 20, 50]",5,"[9, 10, 15, 25, 50, 58, 59]",7,"[5, 9, 15, 20, 50]",5,"[9, 10, 15, 23, 25, 31, 50, 58]",8,"[5, 9, 28, 37, 47, 50, 58]",7,"[9, 10, 15, 23, 25, 50, 58]",7,"[5, 9, 20, 28, 37, 47, 50]",7,"[9, 10, 23, 25, 50, 58]",6,"[5, 9, 20, 28, 37, 47, 50]",7,"[9, 10, 23, 25, 31, 32, 50, 58]",8,"[5, 9, 19, 20, 28, 37, 47, 50]",8,"[9, 10, 23, 25, 28, 50, 58]",7,"[5, 9, 19, 20, 28, 37, 47, 50]",8,"[9, 10, 23, 25, 37, 47, 50, 58]",8,"[5, 9, 19, 20, 28, 37, 47, 62]",8,"[5, 9, 19, 23, 37, 50, 58]",7,"[5, 9, 19, 28, 37, 51, 55]",7,"[5, 9, 19, 23, 28, 37, 50, 55, 58]",9
8,11,[54],1,"[15, 27, 33, 52, 56, 57, 63]",7,"[3, 9, 15, 52, 54, 62]",6,"[15, 27, 33, 52, 55, 56, 63]",7,"[3, 7, 9, 15, 52, 54]",6,"[7, 15, 27, 33, 52, 55, 56, 63]",8,"[3, 7, 9, 15, 52, 54]",6,"[7, 11, 15, 27, 33, 52, 56, 63]",8,"[3, 7, 9, 15, 27, 52, 54, 62]",8,"[7, 11, 15, 27, 52, 55, 63]",7,"[3, 7, 9, 15, 27]",5,"[7, 11, 15, 27, 52, 55]",6,"[3, 7, 15, 27, 45, 52]",6,"[7, 11, 15, 27, 45, 52]",6,"[3, 9, 15, 27, 45, 62]",6,"[7, 11, 12, 15, 27, 29, 45, 49, 52]",9,"[3, 7, 15, 20, 27, 45, 61, 62]",8,"[7, 11, 12, 15, 27, 29, 49, 52]",8,"[3, 7, 15, 20, 27, 45, 62]",7,"[7, 11, 12, 15, 27, 29, 45, 46, 49, 61]",10
9,0,"[26, 27, 33, 61]",4,"[4, 11, 24, 30, 42, 57, 62, 63]",8,"[26, 27, 48]",3,"[0, 3, 11, 24, 30, 42, 57, 62, 63]",9,"[26, 27, 33, 48, 61]",5,"[0, 3, 11, 24, 30, 42, 57, 62, 63]",9,"[26, 27, 33, 48, 61]",5,"[0, 3, 11, 24, 30, 42, 57, 62]",8,"[26, 27, 33, 48, 61]",5,"[0, 3, 11, 24, 30, 42, 57, 62]",8,"[26, 27, 48, 61]",4,"[0, 3, 11, 24, 30, 35, 62]",7,"[0, 27, 41, 48, 61]",5,"[0, 3, 11, 24, 27, 35, 62]",7,"[27, 35, 48, 61]",4,"[0, 3, 11, 24, 27, 30, 35, 48, 62]",9,"[27, 33, 35, 37, 38, 48]",6,"[0, 11, 27, 35, 48]",5,"[27, 33, 35, 37, 38, 41]",6,"[11, 27, 35, 37, 48]",5
9,1,"[6, 30, 49, 58]",4,"[6, 14, 49, 58]",4,"[6, 14, 52, 58]",4,"[6, 14, 25, 45, 58]",5,"[6, 14, 46, 52, 58]",5,"[14, 25, 45, 58]",4,"[6, 14, 46, 52, 58]",5,"[3, 6, 14, 25, 45, 58]",6,"[6, 14, 46, 52, 58]",5,"[3, 6, 14, 25, 45, 46, 58, 63]",8,"[3, 6, 14, 19, 20, 46, 58]",7,"[3, 14, 19, 20, 45, 58, 63]",7,"[3, 14, 19, 46, 49, 58, 63]",7,"[3, 14, 19, 45, 46, 58, 63]",7,"[3, 14, 19, 46, 49, 58, 63]",7,"[3, 14, 19, 45, 46, 63]",6,"[3, 14, 19, 33, 46, 49, 58, 63]",8,"[3, 14, 19, 45, 46, 58, 61, 63]",8,"[3, 14, 19, 33, 46, 49, 58, 63]",8,"[3, 14, 19, 33, 45, 46, 49, 58, 61, 63]",10
9,2,"[6, 13, 33, 37]",4,"[9, 10, 13, 33, 37, 42, 50]",7,"[6, 13, 37, 38]",4,"[9, 10, 13, 33, 37, 42, 50]",7,"[6, 11, 13, 38]",4,"[5, 9, 10, 13, 33, 37, 42, 50]",8,"[5, 6, 11, 13, 33]",5,"[5, 9, 10, 13, 33, 37, 42, 50]",8,"[5, 6, 11, 13, 38]",5,"[5, 9, 10, 13, 37, 42]",6,"[5, 6, 11, 13, 30, 38]",6,"[5, 9, 10, 13]",4,"[5, 6, 11, 30, 38]",5,"[5, 9, 13]",3,"[5, 6, 11, 40, 43, 52]",6,"[5, 13, 47]",3,"[5, 11, 30, 40, 43, 48, 52]",7,"[5, 9, 12, 43, 47, 51]",6,"[5, 11, 23, 47, 48, 52, 54]",7,"[5, 9, 12, 46, 47, 51]",6
9,3,"[11, 19, 21, 34, 39, 44]",6,"[11, 19, 21, 34, 36, 39, 44, 51]",8,"[11, 19, 34, 39, 44, 55]",6,"[0, 11, 19, 34, 39, 51, 59]",7,"[11, 19, 34, 39, 44, 55]",6,"[0, 11, 19, 34, 41, 51, 55, 59]",8,"[6, 11, 19, 34, 41, 44, 59]",7,"[0, 11, 19, 31, 34, 41, 51, 59]",8,"[6, 11, 19, 34, 41, 55, 59]",7,"[0, 6, 11, 19, 34, 41, 55, 59]",8,"[6, 11, 19, 34, 41, 44, 59]",7,"[0, 6, 11, 17, 19, 31, 34, 41, 55, 59]",10,"[6, 11, 19, 34, 41, 44, 59]",7,"[0, 6, 11, 19, 31, 34, 41, 59]",8,"[6, 19, 31, 34, 41, 44, 59]",7,"[6, 11, 19, 25, 31, 34, 41, 59]",8,"[6, 19, 21, 31, 34, 41, 59]",7,"[6, 11, 19, 25, 31, 41, 59]",7,"[6, 19, 21, 40, 41, 44, 59]",7,"[6, 11, 19, 31, 41, 59]",6
9,4,"[2, 20, 51]",3,"[17, 18, 20]",3,[51],1,"[17, 18, 20, 51]",4,[51],1,"[17, 18, 20, 51]",4,"[27, 51]",2,"[17, 18, 20, 51]",4,"[27, 39, 48, 51]",4,"[17, 20, 51]",3,"[6, 12, 48, 51]",4,"[17, 18, 20, 29, 42, 48, 51]",7,"[26, 39, 48, 56]",4,"[17, 20, 29, 51, 56]",5,"[6, 12, 26, 39, 48, 51, 56, 61, 63]",9,"[17, 20, 51]",3,"[6, 12, 26, 38, 48, 56, 63]",7,"[12, 17, 20, 29]",4,"[6, 12, 17, 26, 29, 38, 56, 63]",8,"[17, 20, 29, 41, 63]",5
9,5,"[26, 56]",2,"[5, 19, 26, 56]",4,"[19, 26, 48, 56, 62]",5,"[10, 19, 26, 48, 56]",5,"[19, 26, 48, 56]",4,"[10, 19, 26, 48, 56]",5,"[19, 48, 56]",3,"[19, 26, 48, 56, 57]",5,"[19, 26, 39, 48, 56, 57]",6,"[10, 19, 26, 48, 56, 57]",6,"[19, 26, 39, 48, 56, 57]",6,"[10, 19, 26, 48, 56, 57]",6,"[19, 25, 39, 48, 56, 57]",6,"[10, 19, 25, 26, 48, 56]",6,"[7, 19, 25, 29, 48, 56, 57]",7,"[10, 19, 25, 26, 48, 56]",6,"[7, 19, 25, 41, 48, 56, 57]",7,"[10, 19, 25, 48, 56]",5,"[7, 19, 25, 41, 47, 48]",6,"[8, 10, 19, 44, 48, 56]",6
9,6,"[22, 47]",2,"[9, 19, 22, 40, 49, 54]",6,"[22, 29, 54]",3,"[9, 19, 22, 29, 40, 49, 54]",7,"[22, 29, 54, 59]",4,"[9, 19, 22, 29, 40, 49, 54, 59]",8,"[13, 22, 29, 54, 59]",5,"[9, 19, 22, 29, 40, 49, 54, 59]",8,"[13, 29, 46, 54, 59]",5,"[9, 22, 29, 40, 54, 59]",6,"[29, 40, 46, 54, 63]",5,"[5, 9, 22, 29, 32, 40, 49, 54, 59]",9,"[2, 29, 34, 40, 49, 54, 63]",7,"[5, 9, 22, 29, 40, 49, 54, 59]",8,"[2, 29, 34, 40, 45, 46, 49, 54, 63]",9,"[5, 9, 22, 29, 32, 40, 49, 59]",8,"[2, 29, 34, 40, 45, 46, 49, 54, 63]",9,"[5, 9, 12, 22, 32, 34, 40, 46, 49, 59]",10,"[2, 12, 29, 34, 40, 45, 49, 63]",8,"[5, 12, 22, 29, 40, 46, 49, 59]",8
