layer,head,patch_common_features_k5_s1.0_cls1,patch_count_k5_s1.0_cls1,cls_common_features_k5_s1.0_cls1,cls_count_k5_s1.0_cls1,patch_common_features_k5_s2.0_cls1,patch_count_k5_s2.0_cls1,cls_common_features_k5_s2.0_cls1,cls_count_k5_s2.0_cls1,patch_common_features_k5_s4.0_cls1,patch_count_k5_s4.0_cls1,cls_common_features_k5_s4.0_cls1,cls_count_k5_s4.0_cls1,patch_common_features_k5_s9.0_cls1,patch_count_k5_s9.0_cls1,cls_common_features_k5_s9.0_cls1,cls_count_k5_s9.0_cls1,patch_common_features_k7_s2.0_cls1,patch_count_k7_s2.0_cls1,cls_common_features_k7_s2.0_cls1,cls_count_k7_s2.0_cls1,patch_common_features_k7_s4.0_cls1,patch_count_k7_s4.0_cls1,cls_common_features_k7_s4.0_cls1,cls_count_k7_s4.0_cls1,patch_common_features_k7_s13.5_cls1,patch_count_k7_s13.5_cls1,cls_common_features_k7_s13.5_cls1,cls_count_k7_s13.5_cls1,patch_common_features_k7_s15.0_cls1,patch_count_k7_s15.0_cls1,cls_common_features_k7_s15.0_cls1,cls_count_k7_s15.0_cls1,patch_common_features_k11_s2.0_cls1,patch_count_k11_s2.0_cls1,cls_common_features_k11_s2.0_cls1,cls_count_k11_s2.0_cls1,patch_common_features_k11_s5.0_cls1,patch_count_k11_s5.0_cls1,cls_common_features_k11_s5.0_cls1,cls_count_k11_s5.0_cls1
3,8,"[15, 30, 36, 40, 42, 47, 56]",7,"[15, 30, 36, 40, 42, 55, 56]",7,"[15, 21, 30, 33, 44, 55]",6,"[15, 21, 30, 33, 43, 44, 55]",7,"[15, 30, 33, 44, 56]",5,"[15, 30, 33, 42, 55]",5,"[15, 30, 33, 42, 56]",5,"[15, 30, 33, 42, 56]",5,"[15, 20, 21, 23, 30, 32, 44, 55]",8,"[15, 20, 21, 23, 30, 32, 33, 44, 55]",9,"[15, 20, 21, 23, 30, 33, 44, 55]",8,"[15, 20, 21, 23, 30, 32, 44, 55]",8,"[15, 20, 21, 23, 30, 44, 55, 56]",8,"[15, 20, 23, 30, 32, 44, 55, 56]",8,"[15, 20, 21, 23, 30, 44, 55, 56]",8,"[15, 20, 23, 30, 44, 55, 56]",7,"[15, 20, 21, 23, 30, 32, 33, 44, 55, 60]",10,"[15, 20, 21, 23, 30, 32, 33, 44, 55, 60]",10,"[15, 20, 21, 23, 30, 32, 33, 44, 60]",9,"[15, 20, 21, 23, 30, 32, 33, 44, 55, 60]",10
3,9,"[12, 16, 25, 26, 27, 31, 37, 43]",8,"[5, 16, 27, 30, 31, 37, 43, 54, 60]",9,"[10, 14, 15, 16, 27, 30, 37, 43, 54, 60]",10,"[5, 10, 14, 16, 27, 30, 37, 43, 54, 60]",10,"[11, 15, 16, 27, 30, 37, 43, 47, 54, 60]",10,"[5, 10, 14, 16, 27, 30, 37, 43, 54, 60]",10,"[11, 15, 16, 27, 30, 37, 43, 47, 54, 60]",10,"[5, 14, 16, 27, 30, 37, 43, 54, 60]",9,"[10, 14, 16, 27, 30, 37, 43, 47, 60, 61]",10,"[5, 10, 14, 16, 27, 30, 43, 50, 54, 60]",10,"[11, 14, 16, 27, 30, 37, 43, 47, 60, 61]",10,"[5, 10, 14, 16, 27, 30, 43, 54, 60]",9,"[11, 14, 15, 16, 27, 30, 37, 43, 47, 60]",10,"[5, 10, 14, 16, 27, 30, 43, 54, 60]",9,"[11, 14, 15, 16, 27, 30, 37, 43, 47, 60]",10,"[5, 10, 14, 16, 27, 30, 43, 54, 60]",9,"[10, 11, 14, 16, 27, 30, 37, 43, 47, 60, 61]",11,"[5, 10, 14, 16, 27, 30, 43, 50, 54, 60]",10,"[11, 14, 16, 27, 30, 37, 45, 47, 61]",9,"[10, 14, 16, 27, 30, 43, 54, 60]",8
3,10,"[4, 7, 22, 38, 40, 48, 62]",7,"[0, 4, 7, 8, 13, 22, 40, 47, 62]",9,"[4, 7, 22, 38, 40, 47, 56, 62]",8,"[4, 7, 22, 40, 47, 56, 62, 63]",8,"[4, 7, 21, 22, 38, 40, 47, 56, 62]",9,"[4, 21, 22, 40, 47, 56, 62, 63]",8,"[4, 21, 22, 38, 40, 47, 56, 62]",8,"[4, 21, 22, 40, 47, 56, 62, 63]",8,"[4, 22, 38, 47, 48, 56, 62]",7,"[4, 22, 44, 47, 56, 62, 63]",7,"[4, 9, 22, 38, 46, 47, 56, 62]",8,"[4, 7, 9, 44, 47, 56, 62, 63]",8,"[4, 22, 38, 46, 47, 56, 62]",7,"[4, 9, 44, 47, 56, 62, 63]",7,"[4, 22, 38, 46, 47, 56, 62]",7,"[4, 9, 44, 47, 56, 62, 63]",7,"[4, 5, 22, 38, 47, 48, 56, 62]",8,"[4, 7, 9, 22, 44, 47, 48, 56, 62, 63]",10,"[4, 5, 22, 26, 38, 45, 46, 48, 56]",9,"[4, 7, 9, 44, 47, 48, 56, 62, 63]",9
3,11,"[3, 4, 5, 11, 18, 43, 45, 46, 49]",9,"[2, 3, 4, 5, 11, 31, 45, 46, 49]",9,"[3, 4, 5, 8, 11, 17, 45, 46]",8,"[2, 3, 4, 5, 8, 28, 31, 45]",8,"[3, 4, 5, 8, 11, 17, 18, 45, 46, 49]",10,"[3, 4, 5, 8, 17, 31, 45, 49]",8,"[3, 4, 5, 8, 11, 17, 18, 45, 46, 49]",10,"[3, 4, 5, 8, 17, 18, 31, 45, 49]",9,"[3, 4, 5, 11, 17, 28, 45, 50]",8,"[3, 4, 5, 11, 17, 28, 45]",7,"[3, 4, 5, 11, 17, 18, 28, 45, 50]",9,"[3, 4, 5, 11, 17, 28, 45, 50]",8,"[3, 4, 5, 11, 17, 18, 27, 45, 50]",9,"[3, 4, 5, 17, 27, 28, 31, 45, 50]",9,"[3, 4, 5, 11, 17, 18, 27, 45, 50]",9,"[3, 4, 5, 17, 27, 28, 31, 45, 50]",9,"[3, 4, 5, 17, 27, 28, 45, 50]",8,"[3, 4, 5, 17, 28, 45, 50]",7,"[3, 4, 5, 10, 17, 27, 28, 45, 50]",9,"[3, 4, 5, 10, 17, 27, 28, 44, 45, 50]",10
4,0,"[0, 18, 21, 24, 38, 59]",6,"[1, 2, 13, 23, 24, 26, 41, 63]",8,"[18, 21, 24, 31, 38, 56]",6,"[2, 13, 17, 18, 22, 23, 24, 41, 50, 63]",10,"[18, 21, 24, 31, 38, 52]",6,"[2, 13, 18, 24, 41, 50, 63]",7,"[18, 21, 24, 31, 38, 52]",6,"[2, 13, 18, 24, 41, 50, 63]",7,"[18, 21, 24, 31, 37, 38, 52]",7,"[2, 13, 17, 18, 22, 24, 38, 41, 50, 63]",10,"[18, 21, 31, 37, 38, 52]",6,"[2, 13, 18, 21, 22, 24, 41, 50, 63]",9,"[2, 18, 21, 31, 37, 38, 52]",7,"[2, 13, 18, 22, 24, 41, 50, 63]",8,"[2, 18, 21, 31, 37, 38, 52]",7,"[2, 13, 18, 22, 24, 41, 50, 63]",8,"[18, 21, 24, 31, 37, 38, 42, 52]",8,"[2, 13, 17, 18, 22, 24, 38, 41, 50, 63]",10,"[18, 31, 37, 38, 42, 46, 52, 56]",8,"[2, 3, 8, 13, 22, 24, 41, 50, 63]",9
4,1,"[17, 21, 23, 40, 41, 47, 52, 59]",8,"[6, 17, 21, 33, 51, 59]",6,"[17, 21, 38, 40, 41, 47, 52, 54, 59]",9,"[6, 17, 21, 33, 46]",5,"[17, 21, 38, 40, 41, 47, 52, 59]",8,"[6, 17, 19, 21, 30, 33, 49, 53]",8,"[17, 21, 23, 38, 40, 41, 47, 52]",8,"[6, 17, 18, 19, 21, 30, 33, 49, 53]",9,"[6, 17, 21, 38, 40, 41, 49, 52, 54]",9,"[6, 17, 21, 33, 38, 42, 46]",7,"[17, 21, 38, 40, 41, 49, 52, 54]",8,"[6, 17, 19, 21, 33, 38, 42, 49, 53]",9,"[17, 21, 38, 40, 41, 49, 52]",7,"[6, 17, 18, 19, 21, 30, 33, 38, 42, 49, 53]",11,"[17, 21, 38, 40, 41, 49, 52]",7,"[6, 17, 18, 19, 21, 30, 33, 38, 42, 49, 53]",11,"[6, 17, 21, 38, 40, 41, 49, 52, 54]",9,"[6, 17, 21, 33, 38, 42, 46]",7,"[17, 21, 38, 40, 41, 49, 52, 54, 56]",9,"[3, 6, 17, 19, 33, 38, 42, 46, 49]",9
4,2,"[9, 17, 21, 38, 40]",5,"[0, 3, 17, 21, 35, 39, 41, 58, 61]",9,"[9, 17, 21, 40, 61]",5,"[0, 15, 17, 21, 28, 35, 39, 41, 61]",9,"[9, 17, 21, 40, 61]",5,"[0, 17, 21, 28, 35, 39, 41, 61]",8,"[9, 17, 21, 40, 61]",5,"[0, 17, 21, 28, 35, 39, 41, 61]",8,"[9, 21, 32, 33, 35, 61]",6,"[0, 15, 21, 33, 35, 41, 60, 61]",8,"[9, 17, 21, 32, 61]",5,"[0, 15, 21, 28, 33, 35, 41, 61]",8,"[9, 17, 21, 32, 46, 51, 61]",7,"[0, 15, 21, 28, 35, 41, 61]",7,"[9, 17, 21, 32, 46, 51, 61]",7,"[0, 17, 21, 28, 35, 41, 61]",7,"[9, 19, 21, 32, 33, 35, 61]",7,"[0, 15, 33, 35, 41, 60, 61]",7,"[9, 17, 21, 32, 33, 49, 61]",7,"[0, 15, 33, 35, 41, 60, 61, 62]",8
4,3,"[0, 4, 13, 26, 29, 34, 42, 44]",8,"[4, 17, 26, 30, 31, 34, 41, 47, 48]",9,"[0, 4, 26, 28, 44]",5,"[4, 26, 30, 31, 34, 40, 41, 48]",8,"[0, 26, 28, 34, 40, 44, 48, 54]",8,"[4, 17, 26, 30, 31, 34, 40, 41, 48]",9,"[0, 26, 34, 40, 48, 54]",6,"[4, 17, 26, 30, 31, 34, 40, 41, 47, 48]",10,"[0, 4, 26, 40, 44, 48, 54, 62]",8,"[0, 4, 26, 30, 31, 34, 40, 41, 48, 62]",10,"[0, 17, 34, 40, 44, 54, 62]",7,"[17, 30, 31, 34, 40, 41, 48, 62]",8,"[0, 17, 34, 40, 44, 54]",6,"[17, 30, 31, 34, 40, 41, 48]",7,"[0, 17, 34, 40, 44, 54]",6,"[17, 30, 31, 34, 40, 41, 48]",7,"[0, 22, 40, 44, 48, 54, 62]",7,"[0, 6, 30, 31, 34, 40, 41, 48, 62]",9,"[0, 17, 34, 40, 44, 50, 54, 62]",8,"[17, 22, 30, 31, 34, 40, 48, 62]",8
4,4,"[2, 4, 23, 31, 43, 51, 56]",7,"[2, 4, 31, 43, 51]",5,"[4, 18, 21, 31, 39, 62]",6,"[4, 18, 31, 39, 43, 53, 62]",7,"[2, 4, 21, 31, 39, 44, 62]",7,"[4, 21, 31, 39, 53, 62]",6,"[2, 4, 21, 31, 39, 44, 62]",7,"[21, 31, 37, 39, 44, 53, 62]",7,"[4, 14, 18, 21, 31, 39, 44, 62]",8,"[4, 18, 21, 31, 39, 44, 62]",7,"[4, 14, 18, 21, 31, 39, 44, 62]",8,"[4, 14, 18, 21, 31, 39, 44, 53, 62]",9,"[14, 18, 21, 31, 39, 44, 62]",7,"[18, 21, 31, 39, 44, 53, 62]",7,"[14, 18, 21, 31, 39, 44, 62]",7,"[18, 21, 31, 39, 44, 53, 62]",7,"[4, 14, 18, 21, 23, 31, 39, 44, 62]",9,"[4, 18, 21, 31, 39, 44, 62]",7,"[10, 14, 17, 18, 21, 23, 31, 39, 44, 62]",10,"[14, 15, 17, 18, 21, 31, 39, 44, 53, 62]",10
4,5,"[0, 7, 12, 24, 28, 31, 33, 56]",8,"[0, 7, 12, 18, 24, 32, 53, 56, 58, 59]",10,"[7, 12, 28, 31, 32, 56, 57, 59]",8,"[7, 12, 18, 32, 53, 56, 57, 59]",8,"[12, 28, 31, 53, 59]",5,"[7, 12, 18, 28, 53, 56, 59]",7,"[12, 28, 31, 53, 59]",5,"[12, 18, 24, 28, 53, 56, 58, 59]",8,"[18, 31, 32, 33, 36, 44, 53, 57, 59]",9,"[12, 18, 32, 33, 36, 44, 53, 54, 56, 57, 59]",11,"[12, 18, 31, 32, 35, 44, 53, 57, 59]",9,"[12, 18, 32, 36, 44, 53, 54, 56, 57, 59]",10,"[12, 18, 31, 32, 35, 44, 53, 57, 59]",9,"[12, 18, 32, 44, 53, 56, 57, 59]",8,"[12, 18, 31, 32, 35, 44, 53, 57, 59]",9,"[12, 18, 32, 44, 53, 56, 57, 59]",8,"[18, 31, 32, 33, 36, 44, 53, 57, 59]",9,"[18, 32, 33, 36, 44, 53, 54, 56, 57, 59]",10,"[12, 18, 32, 33, 35, 44, 53, 57, 59]",9,"[18, 32, 35, 36, 44, 53, 56, 57, 59]",9
4,6,"[3, 7, 10, 22, 23, 44, 59]",7,"[3, 10, 19, 23, 43, 59]",6,"[1, 3, 7, 10, 11, 19, 59]",7,"[3, 5, 19, 43, 59]",5,"[1, 2, 3, 7, 8, 10, 19, 44, 59]",9,"[1, 3, 5, 19, 43, 59]",6,"[1, 2, 3, 7, 8, 19, 44, 59]",8,"[1, 3, 5, 19, 43, 44, 59]",7,"[1, 3, 10, 11, 15, 19, 27, 59]",8,"[3, 5, 11, 12, 15, 27, 43, 59]",8,"[1, 2, 3, 8, 15, 19, 27, 59]",8,"[3, 5, 12, 15, 19, 27, 43, 59]",8,"[1, 2, 3, 8, 15, 19, 27, 59]",8,"[1, 2, 3, 5, 8, 15, 19, 27, 43, 59]",10,"[1, 2, 3, 8, 15, 19, 27, 59]",8,"[1, 2, 3, 5, 8, 15, 19, 27, 43, 59]",10,"[1, 2, 3, 5, 10, 11, 15, 27, 59]",9,"[3, 5, 11, 12, 15, 27, 43, 59]",8,"[1, 2, 3, 8, 15, 27, 34, 54]",8,"[2, 3, 5, 8, 15, 27, 43, 59]",8
4,7,"[0, 5, 22, 32, 36, 58, 62]",7,"[22, 27, 29, 58, 62, 63]",6,"[0, 1, 5, 22, 32, 36, 40, 53]",8,"[0, 8, 22, 23, 26, 27, 29, 32, 40, 53, 62]",11,"[0, 1, 5, 22, 24, 36, 62]",7,"[0, 22, 23, 26, 27, 29, 40, 53, 62]",9,"[0, 1, 5, 14, 24, 36, 62]",7,"[0, 22, 23, 26, 27, 29, 40, 53, 62]",9,"[0, 1, 5, 8, 32, 36, 40, 53]",8,"[0, 8, 22, 23, 26, 27, 32, 40, 53]",9,"[0, 1, 8, 24, 32, 36, 40]",7,"[0, 8, 22, 23, 26, 27, 32, 40, 53, 62]",10,"[0, 1, 5, 24, 32, 36]",6,"[0, 8, 22, 23, 26, 27, 40, 53, 62]",9,"[0, 1, 5, 24, 32, 36]",6,"[0, 8, 22, 23, 26, 27, 40, 53, 62]",9,"[0, 1, 5, 8, 32, 36, 40, 53]",8,"[0, 1, 8, 22, 23, 26, 27, 32, 40, 53]",10,"[0, 1, 8, 18, 24, 32, 36, 56]",8,"[0, 8, 18, 23, 26, 27, 32, 40, 53]",9
4,8,"[5, 19, 41, 58]",4,"[0, 15, 19, 24, 41, 43, 55]",7,"[15, 19, 25, 28, 44, 58]",6,"[0, 15, 24, 32, 43, 44, 47, 55]",8,"[19, 20, 28, 44, 58]",5,"[0, 15, 24, 32, 43, 44, 47, 55]",8,"[19, 20, 28, 44, 58]",5,"[0, 15, 24, 28, 43, 47, 55]",7,"[19, 28, 41, 44, 47, 54, 58]",7,"[13, 15, 24, 43, 44, 45, 47, 48, 55]",9,"[18, 19, 20, 28, 44, 47, 54, 58]",8,"[0, 13, 15, 18, 24, 43, 44, 45, 47, 48, 55]",11,"[18, 19, 20, 28, 44, 54, 58]",7,"[0, 15, 18, 24, 43, 44, 45, 47, 55]",9,"[18, 19, 20, 28, 44, 54, 58]",7,"[0, 15, 18, 24, 43, 44, 45, 47, 55]",9,"[19, 20, 28, 41, 44, 47, 54, 58]",8,"[13, 15, 24, 43, 44, 45, 47, 48, 55]",9,"[18, 19, 20, 28, 41, 45, 54, 58]",8,"[13, 18, 24, 43, 44, 45, 48, 63]",8
4,9,"[2, 11, 15, 20, 38, 47, 55]",7,"[2, 4, 13, 15, 35, 38, 39, 43]",8,"[15, 20, 26, 33, 38, 47, 55]",7,"[4, 15, 16, 18, 33, 35, 43, 47, 56]",9,"[11, 15, 18, 19, 37, 38, 47]",7,"[2, 4, 15, 16, 18, 35, 43, 47, 56]",9,"[11, 15, 19, 31, 37, 38, 47]",7,"[2, 4, 15, 16, 18, 38, 39, 43, 47, 56]",10,"[15, 20, 26, 33, 38, 40, 47]",7,"[4, 15, 16, 18, 33, 35, 43, 47, 56]",9,"[15, 18, 19, 20, 26, 33, 37, 38, 47]",9,"[4, 15, 16, 18, 33, 35, 43, 47, 56]",9,"[15, 18, 19, 20, 33, 37, 38, 47]",8,"[4, 15, 16, 18, 35, 43, 47, 56]",8,"[4, 15, 18, 19, 20, 33, 37, 38, 47]",9,"[4, 15, 16, 18, 35, 43, 47, 56]",8,"[4, 15, 20, 26, 33, 37, 38, 40, 47]",9,"[0, 4, 15, 16, 18, 33, 35, 43, 47]",9,"[0, 4, 15, 18, 19, 20, 26, 33, 38, 55]",10,"[0, 4, 15, 16, 18, 33, 43, 47]",8
4,10,"[8, 11, 23, 26, 29, 49, 51, 58]",8,"[8, 11, 18, 29, 36, 51, 54, 59]",8,"[18, 23, 29, 39, 49, 51, 59]",7,"[10, 18, 29, 36, 45, 51]",6,"[11, 18, 23, 29, 49, 51, 58, 59]",8,"[10, 12, 18, 19, 29, 36, 45, 51, 59]",9,"[8, 18, 23, 29, 49, 51, 58, 59]",8,"[18, 19, 29, 36, 45, 51, 59]",7,"[2, 10, 18, 23, 39, 45, 49, 59]",8,"[2, 10, 18, 29, 33, 36, 45, 54, 59]",9,"[2, 18, 23, 39, 45, 49, 59]",7,"[2, 10, 18, 29, 33, 36, 41, 43, 45, 54, 59]",11,"[18, 23, 43, 45, 49, 59]",6,"[2, 10, 18, 29, 33, 36, 41, 45, 59]",9,"[18, 23, 43, 45, 49, 59]",6,"[2, 10, 18, 29, 33, 36, 41, 45, 59]",9,"[2, 10, 18, 23, 39, 41, 45, 49, 59]",9,"[2, 10, 18, 29, 33, 36, 45, 54, 59]",9,"[2, 11, 16, 18, 23, 39, 41, 45, 49]",9,"[2, 10, 18, 29, 33, 36, 45, 54, 59]",9
4,11,"[6, 10, 18, 28, 32, 42, 45, 52]",8,"[4, 6, 10, 18, 20, 32, 45, 52]",8,"[4, 6, 10, 20, 32, 39, 52]",7,"[3, 4, 6, 10, 20, 32, 39, 52]",8,"[4, 6, 10, 20, 32, 39, 52]",7,"[4, 6, 10, 20, 32, 39, 52]",7,"[4, 6, 10, 18, 20, 32, 39, 52]",8,"[4, 6, 10, 18, 20, 32, 39, 52]",8,"[3, 4, 6, 10, 20, 32, 38, 39, 52]",9,"[3, 4, 6, 10, 25, 32, 38, 39, 52, 55]",10,"[4, 6, 10, 20, 32, 39, 52]",7,"[3, 4, 6, 10, 20, 25, 32, 39, 52, 55]",10,"[4, 6, 10, 20, 32, 39, 52]",7,"[4, 6, 10, 20, 25, 32, 39, 52]",8,"[4, 6, 10, 20, 32, 39, 52]",7,"[4, 6, 10, 20, 25, 32, 39, 52]",8,"[3, 4, 6, 10, 20, 32, 38, 39, 52, 55]",10,"[3, 4, 6, 10, 25, 32, 38, 39, 52, 55]",10,"[3, 4, 6, 10, 20, 31, 32, 38, 39, 44, 52]",11,"[3, 4, 6, 10, 25, 32, 39, 44, 52, 55]",10
5,0,"[2, 16, 20, 22, 23, 35, 49]",7,"[2, 16, 20, 22, 23, 31, 35, 49]",8,"[2, 16, 22, 23, 33, 39]",6,"[2, 16, 22, 23, 33, 39, 49]",7,"[2, 16, 20, 22, 23, 27, 39]",7,"[2, 16, 20, 22, 23, 27, 31, 39]",8,"[2, 16, 20, 22, 23, 27, 39, 46]",8,"[2, 16, 20, 22, 23, 27, 39, 46]",8,"[2, 10, 16, 22, 23, 33, 39, 46]",8,"[2, 10, 16, 22, 23, 39]",6,"[2, 10, 16, 22, 23, 27, 31, 39, 46]",9,"[2, 10, 16, 22, 23, 39, 46]",7,"[2, 10, 16, 20, 22, 23, 39, 46]",8,"[2, 10, 16, 20, 22, 23, 27, 39, 46]",9,"[2, 10, 16, 20, 22, 23, 39, 46]",8,"[2, 10, 16, 20, 22, 23, 27, 39, 46]",9,"[2, 10, 16, 22, 23, 33, 39, 46]",8,"[2, 10, 16, 22, 23, 39]",6,"[2, 10, 16, 22, 23, 27, 39, 46]",8,"[2, 10, 16, 22, 23, 27, 32, 39, 46]",9
5,1,"[4, 13, 37, 49, 56]",5,"[1, 2, 6, 13, 30, 31, 37, 49]",8,"[13, 21, 30, 36, 37, 49, 61]",7,"[13, 21, 30, 31, 37, 49, 56, 60]",8,"[4, 9, 21, 30, 37, 49, 52, 56, 61]",9,"[13, 30, 31, 37, 49, 56, 60]",7,"[4, 9, 21, 30, 37, 49, 52, 56]",8,"[30, 31, 37, 52, 56, 60]",6,"[13, 21, 30, 32, 36, 37, 60, 61]",8,"[13, 18, 21, 30, 36, 37, 56, 60]",8,"[9, 21, 30, 36, 37, 57, 61]",7,"[13, 21, 30, 31, 36, 37, 56, 60]",8,"[9, 21, 30, 36, 37, 57, 60]",7,"[21, 30, 31, 36, 37, 60]",6,"[9, 21, 30, 36, 37, 57, 60]",7,"[21, 30, 31, 36, 37, 60]",6,"[13, 21, 30, 32, 36, 37, 57, 60, 61]",9,"[13, 18, 21, 30, 36, 37, 60]",7,"[9, 21, 30, 32, 35, 36, 37, 57, 60]",9,"[9, 18, 21, 30, 32, 35, 36, 37, 60]",9
5,2,"[1, 12, 19, 20, 21, 47, 62]",7,"[1, 3, 12, 19, 21, 27, 41, 45]",8,"[4, 12, 19, 20, 21, 45, 47, 62]",8,"[1, 12, 19, 21, 27, 45, 62]",7,"[12, 19, 20, 21, 23, 45, 47, 62]",8,"[1, 12, 19, 21, 25, 27, 45, 62]",8,"[12, 19, 20, 21, 23, 45, 47, 62]",8,"[1, 12, 19, 21, 25, 27, 45, 62]",8,"[4, 20, 21, 25, 45, 47, 57, 62]",8,"[8, 9, 12, 19, 21, 25, 27, 45, 46, 62]",10,"[19, 20, 21, 25, 36, 45, 47, 57, 62]",9,"[9, 12, 19, 21, 25, 27, 45, 62]",8,"[19, 20, 21, 25, 36, 45, 47, 62]",8,"[12, 19, 21, 25, 27, 45, 62]",7,"[19, 20, 21, 25, 36, 45, 47, 62]",8,"[12, 19, 21, 25, 27, 45, 62]",7,"[4, 20, 21, 25, 45, 47, 57, 62]",8,"[8, 9, 12, 19, 21, 25, 27, 45, 46, 62]",10,"[4, 20, 21, 25, 36, 45, 47, 57, 60, 62]",10,"[9, 19, 21, 25, 27, 45, 57, 62]",8
5,3,"[1, 6, 13, 16, 28, 40, 63]",7,"[1, 5, 6, 13, 21, 28, 40, 63]",8,"[1, 5, 13, 21, 28, 57, 63]",7,"[1, 5, 6, 13, 21, 28, 33, 57, 63]",9,"[5, 13, 21, 28, 38, 40, 51, 63]",8,"[1, 5, 13, 21, 28, 33, 40, 51, 63]",9,"[13, 28, 38, 39, 40, 51, 63]",7,"[1, 5, 13, 21, 24, 28, 33, 51, 63]",9,"[1, 5, 21, 28, 39, 57, 58, 63]",8,"[1, 5, 21, 28, 33, 57, 63]",7,"[5, 21, 28, 38, 57, 63]",6,"[1, 5, 21, 28, 33, 38, 57, 63]",8,"[5, 28, 38, 57, 63]",5,"[1, 5, 21, 28, 33, 38, 63]",7,"[5, 28, 38, 57, 63]",5,"[1, 5, 21, 28, 33, 38, 63]",7,"[1, 5, 21, 28, 39, 58, 63]",7,"[1, 5, 21, 28, 33, 63]",6,"[5, 21, 28, 35, 38, 40, 58, 63]",8,"[1, 5, 21, 28, 33, 35, 38, 40, 63]",9
5,4,"[6, 16, 17, 19, 28, 29, 33, 36, 62]",9,"[2, 3, 26, 27, 28, 29, 33, 34, 40]",9,"[6, 16, 17, 28, 29, 32, 59, 62]",8,"[2, 3, 6, 26, 27, 28, 34, 40]",8,"[6, 16, 17, 28, 29, 59, 62]",7,"[2, 3, 6, 26, 27, 28, 34, 40]",8,"[6, 16, 17, 28, 29, 33, 36, 59, 62]",9,"[2, 6, 26, 27, 28, 34, 40]",7,"[6, 14, 16, 17, 28, 29, 32, 59, 62]",9,"[2, 6, 26, 27, 28, 32, 34, 40, 59]",9,"[6, 13, 14, 16, 17, 28, 29, 32, 59, 62]",10,"[2, 3, 6, 26, 27, 28, 34, 40, 59]",9,"[6, 16, 17, 28, 36, 59, 62]",7,"[2, 3, 6, 26, 27, 28, 34, 40, 59]",9,"[6, 16, 17, 28, 36, 59, 62]",7,"[2, 3, 6, 26, 27, 28, 34, 40, 59]",9,"[6, 13, 14, 16, 17, 28, 29, 32, 59, 62]",10,"[2, 6, 26, 27, 28, 32, 34, 40, 59]",9,"[6, 13, 16, 17, 28, 32, 59, 62]",8,"[2, 6, 26, 27, 28, 34, 40, 59]",8
5,5,"[9, 10, 20, 41, 49, 50, 55, 60]",8,"[20, 26, 30, 39, 43, 49, 57]",7,"[1, 9, 37, 39, 41]",5,"[1, 20, 26, 30, 39, 43, 49, 50]",8,"[1, 9, 10, 30, 37, 41, 46]",7,"[1, 20, 26, 30, 39, 43, 49, 50]",8,"[1, 10, 30, 37, 39, 41, 46]",7,"[1, 20, 26, 30, 39, 43, 46, 50]",8,"[1, 6, 37, 39, 41, 42, 61]",7,"[1, 26, 30, 37, 39, 43, 49, 50]",8,"[1, 6, 9, 37, 39, 41, 42, 46]",8,"[1, 9, 26, 30, 37, 39, 43, 49, 50]",9,"[1, 9, 37, 41, 46, 49]",6,"[1, 9, 26, 30, 37, 39, 43, 49, 50]",9,"[1, 9, 37, 41, 46, 49]",6,"[1, 9, 26, 30, 37, 39, 43, 49, 50]",9,"[1, 6, 37, 39, 41, 42, 61]",7,"[1, 26, 30, 37, 39, 43, 50, 61]",8,"[1, 6, 9, 37, 39, 41, 42, 46, 49, 61]",10,"[1, 26, 30, 37, 39, 43, 46, 61]",8
5,6,"[0, 3, 12, 14, 18, 25, 32, 54, 58]",9,"[0, 3, 5, 12, 14, 18, 25, 32]",8,"[0, 3, 12, 13, 14, 18, 32, 54, 58]",9,"[0, 3, 12, 13, 14, 18, 38]",7,"[0, 3, 12, 13, 18, 32, 54, 58]",8,"[0, 3, 12, 13, 14, 18]",6,"[0, 3, 12, 13, 18, 32, 54, 58]",8,"[0, 3, 12, 13, 14, 18]",6,"[0, 3, 12, 13, 14, 18, 37, 54]",8,"[0, 3, 12, 13, 14, 18, 37, 38, 43]",9,"[0, 3, 13, 18, 54, 58]",6,"[0, 3, 12, 13, 14, 18, 38]",7,"[0, 3, 13, 18, 54, 58]",6,"[0, 3, 12, 13, 18, 38]",6,"[0, 3, 13, 18, 54, 58]",6,"[0, 3, 12, 13, 18, 38]",6,"[3, 13, 14, 18, 37, 54]",6,"[0, 3, 12, 13, 14, 18, 37, 38]",8,"[3, 13, 18, 37, 43, 54, 58]",7,"[0, 3, 12, 13, 18, 38, 43]",7
