class_id,img_idx,occlusion_level,cos_sim,clean_mag,occ_mag,mag_diff
757,42,0,0.697027325630188,44.442375,63.10052,18.658146
757,43,0,0.9532476663589478,72.71245,69.5358,3.176651
757,44,0,0.7935492992401123,64.94437,52.427357,12.51701
757,45,0,0.8677825927734375,58.310894,71.28094,12.970043
757,46,0,0.9362078309059143,64.50678,74.12272,9.615936
757,47,0,0.9423551559448242,78.423775,64.78026,13.643517
757,48,0,0.8549973368644714,54.43894,61.030647,6.591709
757,49,0,0.7866156697273254,63.24354,54.09825,9.14529
814,0,0,0.8116121888160706,53.012505,78.03759,25.025085
814,1,0,0.8429552912712097,73.80396,57.669464,16.134499
814,2,0,0.8966096043586731,65.55829,62.00926,3.5490303
814,3,0,0.9108079671859741,67.081116,73.49192,6.4108047
814,4,0,0.9553634524345398,85.94261,74.014175,11.928436
